step,wall_time,tag,type,value
8,1745179142.3604805,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.6560203433036804
9,1745180055.5754275,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.5120877623558044
10,1745181105.836872,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.5011308789253235
11,1745182002.4327538,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.4247223436832428
12,1745182902.5426233,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.405435174703598
13,1745183792.1485407,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.3388385474681854
14,1745184693.3198164,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.2674897611141205
15,1745185595.4963243,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.2445937842130661
16,1745186496.7534947,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.23176202178001404
17,1745187405.2458417,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.18610532581806183
18,1745188306.2963092,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.2006477415561676
19,1745189207.7181902,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.1536232978105545
20,1745190256.0544615,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.1448027342557907
21,1745191170.6478994,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.14241856336593628
22,1745192071.8612506,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.15448102355003357
23,1745192964.20241,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.12835173308849335
24,1745193856.072737,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.11271326243877411
25,1745194746.12541,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.1185932382941246
26,1745195628.7175913,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.10609076172113419
27,1745196516.4150724,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.1008279100060463
28,1745197400.5617712,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.09751953184604645
29,1745198281.6287017,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.10131257772445679
30,1745199160.7635202,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.09173858910799026
31,1745200038.8772845,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.0863455981016159
32,1745200913.1363952,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.087516188621521
33,1745201943.3688543,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.07677020132541656
34,1745202839.4033587,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.07466505467891693
35,1745203720.3508368,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.07690156996250153
36,1745204589.3893223,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.07219449430704117
37,1745205607.4757502,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.06427735835313797
38,1745206470.3562448,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.06296563148498535
39,1745207343.502482,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.061461109668016434
40,1745208209.3774123,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.06401906907558441
41,1745209076.0942385,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.05892184376716614
42,1745209942.778105,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.058242786675691605
43,1745210815.5143762,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.05488007515668869
44,1745211689.1902165,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.053153883665800095
45,1745212555.2783022,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.05266064405441284
46,1745213417.3763015,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.05270879715681076
47,1745214282.573801,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.04916897043585777
48,1745215148.1206143,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.04954806715250015
49,1745216019.7356608,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.04805419594049454
50,1745216894.1128476,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.04804494231939316
51,1745217756.6328049,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.0530465729534626
52,1745218620.6751733,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.04393160343170166
53,1745219494.388105,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.04610076919198036
54,1745220361.157111,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.044264692813158035
55,1745221224.409649,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.0439750999212265
56,1745222085.9071133,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.04383973404765129
57,1745222948.9135711,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.04201766848564148
58,1745223809.5761113,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.039095886051654816
59,1745224668.3022187,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.038744572550058365
60,1745225543.6869085,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.038249898701906204
61,1745226401.9279182,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.0363491028547287
62,1745227259.5865397,Train/activations/ResidualBlock2_1stConvBlock_forward/std,scalar,0.03795658051967621
0,1745171235.471606,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,21.919633865356445
1,1745172296.844256,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,16.451332092285156
2,1745173338.1168916,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,32.229530334472656
3,1745174233.1172028,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,11.489514350891113
4,1745175273.5521955,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,10.159529685974121
5,1745176165.805886,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,17.541540145874023
6,1745177057.4283197,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,19.681537628173828
7,1745178097.8313286,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,13.469182968139648
8,1745179142.3610392,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,9.131436347961426
9,1745180055.5758145,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,12.066596984863281
10,1745181105.8372364,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,6.887280464172363
11,1745182002.4331217,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,5.591883659362793
12,1745182902.5430157,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,6.383102893829346
13,1745183792.1490166,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,4.418584823608398
14,1745184693.3205092,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,3.2121291160583496
15,1745185595.4966836,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,4.93239164352417
16,1745186496.7541575,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,4.088454723358154
17,1745187405.2462826,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,3.5410094261169434
18,1745188306.2966697,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,3.2975566387176514
19,1745189207.7185538,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,3.6464011669158936
20,1745190256.0554857,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,2.3645780086517334
21,1745191170.6484993,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,2.1925415992736816
22,1745192071.8615978,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,3.06992506980896
23,1745192964.2027826,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,2.5813417434692383
24,1745193856.073096,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,2.210963249206543
25,1745194746.125787,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,2.5564727783203125
26,1745195628.7180488,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.9010928869247437
27,1745196516.415519,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,2.188046932220459
28,1745197400.5621295,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.615166425704956
29,1745198281.6290724,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.878074288368225
30,1745199160.764002,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.7752994298934937
31,1745200038.877701,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.9985105991363525
32,1745200913.136786,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.6731313467025757
33,1745201943.3692603,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.363594651222229
34,1745202839.4037585,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.7878572940826416
35,1745203720.3512464,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,2.504751682281494
36,1745204589.3897736,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.456133246421814
37,1745205607.476143,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.6392265558242798
38,1745206470.4134505,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.929197072982788
39,1745207343.505001,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.9617259502410889
40,1745208209.3782632,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.2932446002960205
41,1745209076.0960448,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,2.0563409328460693
42,1745209942.7786741,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.3932287693023682
43,1745210815.5150344,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.6375726461410522
44,1745211689.1916509,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.3148539066314697
45,1745212555.2793577,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.3159226179122925
46,1745213417.3767707,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.2954756021499634
47,1745214282.5742116,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.813478708267212
48,1745215148.1211534,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.266434907913208
49,1745216019.7413042,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.6365087032318115
50,1745216894.1142335,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.0242644548416138
51,1745217756.6385734,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.066787838935852
52,1745218620.6755807,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.2903668880462646
53,1745219494.3888423,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,0.9685463905334473
54,1745220361.1574793,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.0213406085968018
55,1745221224.4101484,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,0.7977944016456604
56,1745222085.907681,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,0.9032574892044067
57,1745222948.9144192,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,0.7788494825363159
58,1745223809.5764859,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.155409812927246
59,1745224668.3025792,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.2872118949890137
60,1745225543.687269,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.2355225086212158
61,1745226401.9282904,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.142075777053833
62,1745227259.586934,Train/activations/ResidualBlock2_1stConvBlock_forward/max,scalar,1.039196252822876
0,1745171235.472277,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-26.45717430114746
1,1745172296.8446033,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-23.598960876464844
2,1745173338.1173558,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-28.37993812561035
3,1745174233.117631,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-11.848433494567871
4,1745175273.5541568,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-13.635907173156738
5,1745176165.8063316,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-17.89256477355957
6,1745177057.4287746,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-22.03264808654785
7,1745178097.8316946,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-17.476449966430664
8,1745179142.3615952,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-11.646400451660156
9,1745180055.5763152,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-15.267534255981445
10,1745181105.8375914,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-8.355161666870117
11,1745182002.4334679,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-9.421595573425293
12,1745182902.5433912,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-7.219033241271973
13,1745183792.149405,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-6.983141899108887
14,1745184693.3209424,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-5.299787521362305
15,1745185595.4970443,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-7.2363128662109375
16,1745186496.754666,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-5.550145149230957
17,1745187405.246738,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-4.991989612579346
18,1745188306.297133,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-5.864549160003662
19,1745189207.7189727,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-4.044987678527832
20,1745190256.0567684,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-4.063082218170166
21,1745191170.649176,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-2.765244960784912
22,1745192071.8619633,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-3.9086883068084717
23,1745192964.2031662,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-3.118800640106201
24,1745193856.0734992,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-4.343395233154297
25,1745194746.126247,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-4.991608142852783
26,1745195628.718518,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-2.7908358573913574
27,1745196516.4159186,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-3.259110689163208
28,1745197400.5624843,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-3.0037477016448975
29,1745198281.6294334,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-3.2993431091308594
30,1745199160.764441,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-3.131601333618164
31,1745200038.8780446,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-3.0975914001464844
32,1745200913.1371896,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-2.4992451667785645
33,1745201943.3696518,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.9845807552337646
34,1745202839.4042273,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-2.2925937175750732
35,1745203720.3531566,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-2.925386905670166
36,1745204589.3901608,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-2.2371737957000732
37,1745205607.4765613,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-2.4374146461486816
38,1745206470.4152372,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-3.0500571727752686
39,1745207343.5059702,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-2.459420919418335
40,1745208209.3791041,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.7701784372329712
41,1745209076.0964406,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-2.965632915496826
42,1745209942.7791228,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-2.0146772861480713
43,1745210815.5173182,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-2.6070618629455566
44,1745211689.1930473,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.9292576313018799
45,1745212555.2797906,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-2.006038188934326
46,1745213417.3773897,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.771305799484253
47,1745214282.5746353,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-2.0354788303375244
48,1745215148.1218674,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.749292016029358
49,1745216019.747529,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.9428573846817017
50,1745216894.1178286,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.4082610607147217
51,1745217756.653153,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.645282506942749
52,1745218620.6760185,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.9654337167739868
53,1745219494.3893962,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-2.1856179237365723
54,1745220361.158441,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.6900367736816406
55,1745221224.410636,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.3834786415100098
56,1745222085.9082224,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.4368047714233398
57,1745222948.9185405,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.2733356952667236
58,1745223809.5768647,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.784841537475586
59,1745224668.3029325,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-2.1505775451660156
60,1745225543.6876307,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.8383325338363647
61,1745226401.9286346,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.5661990642547607
62,1745227259.587324,Train/activations/ResidualBlock2_1stConvBlock_forward/min,scalar,-1.3995343446731567
0,1745171235.4741516,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.3213520646095276
1,1745172296.8450406,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.5468928813934326
2,1745173338.117762,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.4716011583805084
3,1745174233.1180265,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.5156463384628296
4,1745175273.5569093,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.5193738341331482
5,1745176165.8068352,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.5451981425285339
6,1745177057.4291334,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.5704964399337769
7,1745178097.8320382,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.6359518766403198
8,1745179142.3621666,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.5104012489318848
9,1745180055.5767858,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.4753510057926178
10,1745181105.8379657,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.4784184396266937
11,1745182002.4338505,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.36889272928237915
12,1745182902.54376,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.3768770694732666
13,1745183792.1499498,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.36725321412086487
14,1745184693.3213837,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.2668306827545166
15,1745185595.4974408,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.2758755385875702
16,1745186496.755284,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.3004869222640991
17,1745187405.2471497,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.2476864755153656
18,1745188306.2976935,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.24035079777240753
19,1745189207.7193222,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.15835224092006683
20,1745190256.0573027,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.13929888606071472
21,1745191170.6499207,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.11617724597454071
22,1745192071.8623483,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.10026930272579193
23,1745192964.2035294,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.12424669414758682
24,1745193856.0739067,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.07912256568670273
25,1745194746.1266496,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.07891161739826202
26,1745195628.7189457,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.06720100343227386
27,1745196516.416305,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.05580044910311699
28,1745197400.562854,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.054658133536577225
29,1745198281.6298969,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.06290413439273834
30,1745199160.7648656,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.05668037384748459
31,1745200038.8784876,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.058218229562044144
32,1745200913.1375537,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.04846692830324173
33,1745201943.370004,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.047531090676784515
34,1745202839.404617,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.04447602108120918
35,1745203720.353544,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.03967685624957085
36,1745204589.3905833,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.03577747568488121
37,1745205607.4769382,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.03086962178349495
38,1745206470.4159265,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.029756471514701843
39,1745207343.5064182,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.037533897906541824
40,1745208209.3800466,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.03273957595229149
41,1745209076.0968382,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.028554469347000122
42,1745209942.7796907,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.026672448962926865
43,1745210815.518343,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.02599276602268219
44,1745211689.1934612,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.026559602469205856
45,1745212555.280217,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.026669243350625038
46,1745213417.3780005,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.02955174818634987
47,1745214282.5751147,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.02444479614496231
48,1745215148.1298914,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.02196136675775051
49,1745216019.7513413,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.02241690829396248
50,1745216894.1185842,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.021799102425575256
51,1745217756.6681833,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.01910323090851307
52,1745218620.676428,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.01995176635682583
53,1745219494.3899744,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.019321303814649582
54,1745220361.158828,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.020579960197210312
55,1745221224.4113572,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.01713956892490387
56,1745222085.908754,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.017515137791633606
57,1745222948.9242718,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.017178555950522423
58,1745223809.577216,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.01780569553375244
59,1745224668.3032937,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.018320204690098763
60,1745225543.687999,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.015288772992789745
61,1745226401.9290123,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.014587527140974998
62,1745227259.587791,Train/activations/ResidualBlock2_2ndConvBlock_forward/mean,scalar,-0.01635216549038887
0,1745171235.4747777,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,1.2208791971206665
1,1745172296.8458254,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,1.1535968780517578
2,1745173338.1182265,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.8260208964347839
3,1745174233.118354,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,1.0499985218048096
4,1745175273.5572622,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.9748525619506836
5,1745176165.807244,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.899507999420166
6,1745177057.4294908,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,2.1236701011657715
7,1745178097.8323712,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,1.2730835676193237
8,1745179142.3629415,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,1.1504243612289429
9,1745180055.5795374,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.8116963505744934
10,1745181105.8383198,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.8462177515029907
11,1745182002.4342012,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.8879656791687012
12,1745182902.5441122,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.7892860770225525
13,1745183792.1504254,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.644363522529602
14,1745184693.3217359,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.5369974374771118
15,1745185595.4978864,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.4591243863105774
16,1745186496.755763,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.43813762068748474
17,1745187405.2482395,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.40568891167640686
18,1745188306.2981424,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.5945614576339722
19,1745189207.7196836,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.28259775042533875
20,1745190256.0578628,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.2791963517665863
21,1745191170.6505713,Train/activations/ResidualBlock2_2ndConvBlock_forward/std,scalar,0.21970832347869873
